datetime,open,high,low,close,volume
2020-01-02,323.54001,324.89001,322.53,324.87,59151200.0
2020-01-03,321.16,323.64001,321.10001,322.41,77709700.0
2020-01-06,320.48999,323.73001,320.35999,323.64001,55653900.0
2020-01-07,323.019989,323.54001,322.23999,322.73001,40496400.0
2020-01-08,322.94,325.78,322.67001,324.45001,68296000.0
2020-01-09,326.16,326.73001,325.51999,326.64999,48473300.0
2020-01-10,327.29001,327.45999,325.20001,325.70999,53029300.0
2020-01-13,326.39001,327.95999,325.92001,327.95001,47086800.0
2020-01-14,327.47,328.62,326.84,327.45001,62832800.0
2020-01-15,327.35001,329.019989,327.26001,328.19,72056600.0
2020-01-16,329.70001,330.92001,329.45001,330.92001,54050300.0
2020-01-17,331.70001,332.17999,330.85001,331.95001,95846000.0
2020-01-21,330.89999,332.17999,330.82001,331.29999,77742400.0
2020-01-22,332.23999,332.95001,331.17001,331.34,48914900.0
2020-01-23,330.63,332.17001,329.41,331.72,51963000.0
2020-01-24,332.44,332.53,327.35999,328.76999,87578400.0
2020-01-27,323.029999,325.12,322.66,323.5,84062500.0
2020-01-28,325.059998,327.85001,323.60001,326.89001,63834000.0
2020-01-29,328.38,328.63,326.39999,326.62,53888900.0
2020-01-30,324.35999,327.91,323.54001,327.67999,75491800.0
2020-01-31,327.0,327.17001,320.73001,321.73001,113845600.0
2020-02-03,323.35001,326.16,323.22,324.12,69083000.0
2020-02-04,328.070007,330.01001,327.72,329.059998,62573200.0
2020-02-05,332.26999,333.089996,330.67001,332.85999,65951100.0
2020-02-06,333.91,334.19,332.79999,333.98001,50359700.0
2020-02-07,332.82001,333.98999,331.60001,332.20001,64139400.0
2020-02-10,331.23001,334.75,331.19,334.67999,42070000.0
2020-02-11,336.16,337.019989,334.67999,335.26001,54864500.0
2020-02-12,336.82999,337.64999,336.42999,337.42001,43992700.0
2020-02-13,335.85999,338.12,335.56,337.059998,54501900.0
2020-02-14,337.51001,337.73001,336.20001,337.60001,64582200.0
2020-02-18,336.51001,337.67001,335.20999,336.73001,57226200.0
2020-02-19,337.79001,339.079987,337.48001,338.34,48814700.0
2020-02-20,337.73999,338.64001,333.67999,336.95001,74163400.0
2020-02-21,335.47,335.81,332.57999,333.48001,113788200.0
2020-02-24,323.14001,333.56,321.23999,322.42001,161088400.0
2020-02-25,323.94,324.60999,311.69,312.64999,218913200.0
2020-02-26,314.17999,318.10999,310.70001,311.5,194773800.0
2020-02-27,305.45999,311.56,297.51001,297.51001,284353500.0
2020-02-28,288.70001,297.89001,285.54001,296.26001,384975800.0
2020-03-02,298.20999,309.16,294.45999,309.089996,238703600.0
2020-03-03,309.5,313.84,297.57001,300.23999,300139100.0
2020-03-04,306.12,313.10001,303.32999,312.85999,176613400.0
2020-03-05,304.98001,308.47,300.01001,302.45999,186366800.0
2020-03-06,293.14999,298.78,290.23001,297.45999,228667200.0
2020-03-09,275.29999,284.19,273.45001,274.23001,309417300.0
2020-03-10,284.64001,288.51999,273.5,288.42001,276444100.0
2020-03-11,280.70001,281.94,270.88,274.35999,255316300.0
2020-03-12,256.0,266.66,247.67999,248.11,392220700.0
2020-03-13,263.089996,271.48001,248.52,269.32001,329566100.0
2020-03-16,241.17999,256.89999,237.36,239.85001,297240000.0
2020-03-17,245.039993,256.17001,237.070007,252.8,262070500.0
2020-03-18,236.25,248.37,228.020004,240.0,327597100.0
2020-03-19,239.25,247.38,232.22,240.50999,289322000.0
2020-03-20,242.53,244.47,228.5,228.8,347158800.0
2020-03-23,228.19,229.67999,218.25999,222.95,326025200.0
2020-03-24,234.42,244.10001,233.8,243.14999,235494500.0
