,entry_date,entry_spread,direction,chunk,exit_date,exit_spread,reason,size,capital
464,,,long,,2024-06-17,62.03997799999996,stop_loss,1333.3333333333333,20210.00499423852
465,2024-06-17,62.03997799999996,long,1.0,,,,,
466,2024-06-18,63.28000000000003,long,2.0,,,,,
467,,,long,,2024-06-27,64.76001000000002,max_day,1333.3333333333333,20252.15623574047
468,2024-06-27,64.76001000000002,long,1.0,,,,,
469,2024-07-02,62.02999999999997,long,2.0,,,,,
470,,,long,,2024-07-03,60.42001099999999,stop_loss,1333.3333333333333,20187.52417056074
471,2024-07-03,60.42001099999999,long,1.0,,,,,
472,2024-07-05,58.480009999999936,long,2.0,,,,,
473,2024-07-08,57.940030000000036,long,3.0,,,,,
474,,,long,,2024-07-12,65.16998000000001,mean,2000.0,20395.312605460713
475,2024-07-17,75.17001000000005,short,1.0,,,,,
476,2024-07-18,73.16998000000007,short,2.0,,,,,
477,,,short,,2024-07-24,77.84997999999996,stop_loss,1333.3333333333333,20326.252719149754
478,2024-07-24,77.84997999999996,short,1.0,,,,,
479,2024-07-25,80.13998000000004,short,2.0,,,,,
480,,,short,,2024-07-26,81.47000000000003,stop_loss,1333.3333333333333,20281.526664194058
481,2024-07-26,81.47000000000003,short,1.0,,,,,
482,2024-07-29,80.86001999999996,short,2.0,,,,,
483,,,short,,2024-07-30,84.47000000000003,stop_loss,1333.3333333333333,20224.54871640636
484,2024-07-30,84.47000000000003,short,1.0,,,,,
485,2024-07-31,79.73999299999997,short,2.0,,,,,
486,,,short,,2024-08-09,82.57999000000001,max_day,1333.3333333333333,20213.093153580532
487,2024-08-09,82.57999000000001,short,1.0,,,,,
488,,,short,,2024-08-19,78.34000000000003,max_day,666.6666666666666,20245.98917774651
489,2024-08-26,85.44998000000004,short,1.0,,,,,
490,2024-08-28,86.94997999999998,short,2.0,,,,,
491,,,short,,2024-09-03,90.270017,stop_loss,1333.3333333333333,20180.26573235827
492,2024-09-03,90.270017,short,1.0,,,,,
493,2024-09-04,90.34002000000004,short,2.0,,,,,
494,2024-09-06,91.66999000000004,short,3.0,,,,,
495,,,short,,2024-09-13,86.67000999999999,max_day,2000.0,20266.292278778415
496,2024-09-16,89.60003999999998,short,1.0,,,,,
497,,,short,,2024-09-20,85.81,mean,666.6666666666666,20293.158635236883
498,2024-10-08,83.86999000000003,long,1.0,,,,,
499,2024-10-10,83.54000000000002,long,2.0,,,,,
500,,,long,,2024-10-14,86.82001000000002,mean,1333.3333333333333,20340.116081442342
501,2024-10-16,91.38998999999995,short,1.0,,,,,
502,2024-10-17,91.09997999999996,short,2.0,,,,,
503,,,short,,2024-10-22,87.36002000000002,mean,1333.3333333333333,20394.215784655113
504,2024-10-23,89.63000000000005,short,1.0,,,,,
505,,,short,,2024-10-24,86.91998000000001,mean,666.6666666666666,20413.039541581737
506,2024-10-25,83.719968,long,1.0,,,,,
507,2024-10-29,81.61002000000002,long,2.0,,,,,
508,,,long,,2024-11-04,83.79998999999992,max_day,1333.3333333333333,20428.89405552195
509,2024-11-07,82.07001000000002,long,1.0,,,,,
510,,,long,,2024-11-18,88.13003100000003,max_day,666.6666666666666,20476.787157033687
511,2024-11-22,89.71999999999997,short,1.0,,,,,
512,2024-11-25,90.94003000000004,short,2.0,,,,,
513,,,short,,2024-11-27,93.53003000000001,stop_loss,1333.3333333333333,20426.824840797704
514,2024-11-27,93.53003000000001,short,1.0,,,,,
515,2024-11-29,92.81,short,2.0,,,,,
516,,,short,,2024-12-03,87.03997000000004,mean,1333.3333333333333,20511.86391985203
517,2024-12-06,81.33001999999999,long,1.0,,,,,
518,2024-12-11,77.54003999999998,long,2.0,,,,,
519,2024-12-12,77.83001999999999,long,3.0,,,,,
520,,,long,,2024-12-13,73.67998999999998,stop_loss,2000.0,20376.46744232881
521,2024-12-13,73.67998999999998,long,1.0,,,,,
522,,,long,,2024-12-16,68.62,stop_loss,666.6666666666666,20329.350624678136
523,2024-12-16,68.62,long,1.0,,,,,
524,2024-12-17,68.48999000000003,long,2.0,,,,,
525,2024-12-18,69.81006000000002,long,3.0,,,,,
526,,,long,,2024-12-26,71.74005,max_day,2000.0,20405.725067974512
527,2024-12-26,71.74005,long,1.0,,,,,
528,,,long,,2025-01-06,70.82001000000002,max_day,666.6666666666666,20395.84197756685
529,2025-01-06,70.82001000000002,long,1.0,,,,,
530,,,long,,2025-01-13,75.83000999999996,mean,666.6666666666666,20441.670456269407
531,2025-01-24,78.33997,short,1.0,,,,,
532,,,short,,2025-01-27,85.15998000000002,stop_loss,666.6666666666666,20382.299401791508
533,2025-01-27,85.15998000000002,short,1.0,,,,,
534,2025-01-28,82.7100200000001,short,2.0,,,,,
535,,,short,,2025-02-06,76.72003000000007,mean,1333.3333333333333,20493.964846542443
536,2025-02-14,71.54998999999998,long,1.0,,,,,
537,,,long,,2025-02-24,77.34001999999998,mean,666.6666666666666,20546.58008818445
538,2025-02-25,80.91998000000001,short,1.0,,,,,
539,2025-02-27,84.77999799999998,short,2.0,,,,,
540,,,short,,2025-02-28,86.00997999999998,stop_loss,1333.3333333333333,20492.317786841515
541,2025-02-28,86.00997999999998,short,1.0,,,,,
542,2025-03-03,86.72003200000006,short,2.0,,,,,
543,,,short,,2025-03-10,87.85001,max_day,1333.3333333333333,20466.702482056684
544,2025-03-10,87.85001,short,1.0,,,,,
545,,,short,,2025-03-20,86.22998000000001,max_day,666.6666666666666,20477.663057397916
546,2025-03-20,86.22998000000001,short,1.0,,,,,
547,,,short,,2025-03-25,82.00002999999998,mean,666.6666666666666,20509.032580619423
548,2025-03-28,86.71997000000005,short,1.0,,,,,
549,2025-03-31,90.46999999999997,short,2.0,,,,,
550,,,short,,2025-04-07,80.69,max_day,1333.3333333333333,20624.72392080311
551,2025-04-07,80.69,long,1.0,,,,,
552,2025-04-08,80.42001199999999,long,2.0,,,,,
553,2025-04-10,78.40003000000002,long,3.0,,,,,
554,,,long,,2025-04-17,82.30996000000005,max_day,2000.0,20683.00705778633
555,2025-04-21,80.77001000000001,long,1.0,,,,,
556,2025-04-25,78.08000999999996,long,2.0,,,,,
557,,,long,,2025-05-01,76.78998000000001,max_day,1333.3333333333333,20636.48127984478
558,2025-05-01,76.78998000000001,long,1.0,,,,,
559,,,long,,2025-05-12,75.13998000000004,max_day,666.6666666666666,20620.8231609079
560,2025-05-12,75.13998000000004,long,1.0,,,,,
561,2025-05-13,71.25,long,2.0,,,,,
562,,,long,,2025-05-14,68.91003999999998,stop_loss,1333.3333333333333,20541.018170050374
563,2025-05-14,68.91003999999998,long,1.0,,,,,
564,2025-05-15,71.21001999999999,long,2.0,,,,,
