datetime,open,high,low,close,volume
2020-01-02,206.75,209.78999,206.27,209.78,12077100.0
2020-01-03,207.21001,210.39999,206.95,208.67,11188400.0
2020-01-06,206.7,212.78,206.52,212.60001,17058900.0
2020-01-07,212.82001,214.58,211.75,213.059998,14912400.0
2020-01-08,213.0,216.24001,212.61,215.22,13475000.0
2020-01-09,217.53999,218.38,216.28,218.3,12642800.0
2020-01-10,219.2,219.88,217.42,218.059998,12119400.0
2020-01-13,219.60001,221.97,219.21001,221.91,14463400.0
2020-01-14,221.61,222.38,218.63,219.059998,13288900.0
2020-01-15,220.61,221.67999,220.14,221.14999,10036500.0
2020-01-16,222.57001,222.63,220.39,221.77,10015300.0
2020-01-17,222.029999,222.28999,220.53,222.14,15905900.0
2020-01-21,222.16,222.37,219.12,221.44,14275800.0
2020-01-22,222.31,222.75,221.28,221.32001,12212800.0
2020-01-23,220.75,221.49001,219.27,219.75999,11195000.0
2020-01-24,220.8,221.78,216.11,217.94,11905800.0
2020-01-27,213.10001,216.059998,212.5,214.87,13810700.0
2020-01-28,216.14,218.74001,213.52,217.78999,13413800.0
2020-01-29,221.44,224.2,218.45,223.23,33181300.0
2020-01-30,206.53,211.42999,204.75,209.53,48775500.0
2020-01-31,208.42999,208.69,201.059998,201.91,31359900.0
2020-02-03,203.44,205.14,202.5,204.19,15495600.0
2020-02-04,206.62,210.60001,205.2,209.83,19628900.0
2020-02-05,212.50999,212.73,208.71001,210.11,12538200.0
2020-02-06,210.47,211.19,209.34,210.85001,10567500.0
2020-02-07,210.3,212.82001,209.92999,212.33,12242500.0
2020-02-10,211.52,213.8,210.66,213.059998,11856400.0
2020-02-11,210.19,210.86,206.50999,207.19,25030800.0
2020-02-12,207.85001,211.22,207.39999,210.75999,13813700.0
2020-02-13,209.52,214.33,209.17999,213.14,15396600.0
2020-02-14,214.0,214.92999,212.64999,214.17999,10741700.0
2020-02-18,213.55,217.98,213.39999,217.8,15609200.0
2020-02-19,217.99001,218.32001,216.11,217.49001,12135100.0
2020-02-20,216.52,218.77,212.95,214.58,13109200.0
2020-02-21,213.48,214.24001,208.83,210.17999,14092300.0
2020-02-24,201.8,203.64999,198.17,200.72,23080100.0
2020-02-25,202.25,203.5,195.95,196.77,21433500.0
2020-02-26,197.19,201.21001,195.49001,197.2,16524500.0
2020-02-27,191.82001,195.88,189.5,189.75,21682600.0
2020-02-28,182.7,192.74001,181.82001,192.47,32568900.0
2020-03-02,194.029999,196.57001,188.85001,196.44,24949000.0
2020-03-03,196.22,197.24001,183.97,185.89,27984100.0
2020-03-04,189.17,191.83,186.39,191.75999,23062500.0
2020-03-05,186.78,188.99001,183.89,185.17,19333400.0
2020-03-06,178.33,183.78,176.25999,181.089996,24559600.0
2020-03-09,169.60001,175.0,165.19,169.5,29949000.0
2020-03-10,174.67,178.28999,169.5,178.19,24517800.0
2020-03-11,174.0099945,175.88,167.66,170.24001,20373900.0
2020-03-12,159.53999,166.60001,154.34,154.47,43266300.0
2020-03-13,163.53,170.78999,157.60001,170.28,35028600.0
2020-03-16,152.32001,159.13,143.10001,146.0099945,39120400.0
2020-03-17,150.74001,153.94,140.0,149.42,34255600.0
2020-03-18,139.75,148.17999,137.10001,146.96001,37553100.0
2020-03-19,146.62,159.92999,144.8,153.13,39862300.0
2020-03-20,156.020004,159.27,148.0,149.73,32568400.0
2020-03-23,149.66,152.31,142.25,148.10001,29830800.0
2020-03-24,155.21001,161.31,152.57001,160.98,30440400.0
2020-03-25,158.92,162.99001,153.059998,156.21001,35184300.0
2020-03-26,158.25,164.0,157.020004,163.34,26556800.0
2020-03-27,158.2,160.089996,154.75,156.78999,24879900.0
2020-03-30,159.17999,166.75,158.059998,165.95,22515200.0
2020-03-31,165.48,170.92999,164.2,166.8,23676300.0
2020-04-01,161.62,164.14999,158.039993,159.60001,19507600.0
2020-04-02,159.10001,161.35001,155.92,158.19,20886300.0
2020-04-03,157.14999,157.91,150.83,154.17999,25983300.0
2020-04-06,160.14999,166.2,158.50999,165.55,28453600.0
2020-04-07,171.78999,173.39,166.0099945,168.83,31411900.0
2020-04-08,171.25,175.0,167.74001,174.28,21664200.0
2020-04-09,175.89999,177.080002,171.57001,175.19,23534300.0
2020-04-13,173.67,175.0,169.45,174.78999,19355400.0
2020-04-14,178.98,181.23,176.62,178.17,21011800.0
2020-04-15,175.19,178.19,172.82001,176.97,17423000.0
2020-04-16,177.95,178.050003,172.50999,176.25,23593200.0
2020-04-17,179.2,180.28,176.66,179.24001,20974800.0
2020-04-20,177.41,180.5,176.77,178.24001,16110700.0
2020-04-21,175.25,175.38,168.34,170.8,24850500.0
2020-04-22,178.45,184.78,178.14,182.28,33242000.0
2020-04-23,184.080002,187.050003,183.14999,185.13,21426600.0
2020-04-24,183.23,190.41,180.83,190.070007,28792000.0
2020-04-27,192.66,193.75,187.41,187.5,29197800.0
2020-04-28,188.66,189.2,182.56,182.91,21731000.0
2020-04-29,190.92999,196.91,190.0,194.19,45954500.0
2020-04-30,206.92,209.69,201.57001,204.71001,46230100.0
2020-05-01,201.60001,207.28,199.050003,202.27,30415600.0
2020-05-04,200.2,205.91,198.75999,205.25999,19250700.0
2020-05-05,207.020004,210.38,206.5,207.070007,21071200.0
2020-05-06,208.12,211.60001,206.66,208.47,21857000.0
2020-05-07,211.16,211.60001,209.039993,211.25999,15152000.0
2020-05-08,212.24001,213.21001,210.85001,212.35001,12506000.0
2020-05-11,210.89,215.0,210.37,213.17999,12911900.0
2020-05-12,213.28999,215.28,210.0,210.10001,14704600.0
2020-05-13,209.42999,210.78,202.11,205.10001,20684600.0
2020-05-14,202.56,206.92999,200.69,206.81,17178900.0
2020-05-15,205.27,211.34,204.12,210.88,19383200.0
2020-05-18,212.14999,214.64,210.94,213.19,20151900.0
2020-05-19,213.27,220.49001,212.83,216.88,31843200.0
2020-05-20,223.5,231.34,223.19,229.97,50162900.0
2020-05-21,234.72,237.2,231.2,231.39,47782600.0
2020-05-22,231.50999,235.99001,228.74001,234.91,33925600.0
2020-05-26,239.77,240.89999,231.67,232.2,33178300.0
2020-05-27,229.070007,230.56,221.13,229.14,34697600.0
2020-05-28,224.3,231.63,224.0,225.46001,29377200.0
2020-05-29,225.2,227.49001,222.88,225.089996,23241500.0
2020-06-01,224.59,232.44,223.5,231.91,18223800.0
2020-06-02,230.94,233.0,226.56,232.72,20919000.0
2020-06-03,232.11,232.64999,228.53,230.16,15380300.0
2020-06-04,229.56,231.63,224.61,226.28999,17041500.0
2020-06-05,226.71001,231.35001,225.31,230.77,16750400.0
2020-06-08,229.029999,231.55,227.41,231.39999,15466500.0
2020-06-09,231.52,239.77,230.41,238.67,27462900.0
2020-06-10,240.96001,241.21001,235.28,236.73,20720700.0
2020-06-11,229.94,232.89,223.55,224.42999,26708200.0
2020-06-12,229.89999,231.66,224.5,228.58,22091400.0
2020-06-15,225.089996,233.77,224.8,232.5,15340300.0
2020-06-16,237.14,238.46001,233.0,235.64999,15236700.0
2020-06-17,235.0,237.59,231.73,235.53,19578100.0
2020-06-18,234.99001,236.14,232.14999,235.94,15782500.0
2020-06-19,237.78999,240.83,235.55,238.78999,30081300.0
2020-06-22,238.56,240.7,236.91,239.22,18917800.0
2020-06-23,241.28,245.19,239.86,242.24001,24017900.0
2020-06-24,241.2,243.22,232.67999,234.020004,20834900.0
2020-06-25,234.62,237.3,232.74001,235.67999,18704300.0
2020-06-26,232.64,233.089996,215.39999,216.080002,76343900.0
2020-06-29,209.75,220.75,207.11,220.64,58514300.0
2020-06-30,220.59,227.5,218.47,227.070007,33927100.0
2020-07-01,228.5,239.0,227.56,237.55,43399700.0
2020-07-02,239.0,240.0,232.61,233.42,30633600.0
2020-07-06,233.75999,240.39999,232.27,240.28,26206200.0
2020-07-07,239.41,247.64999,238.82001,240.86,27887800.0
2020-07-08,238.11,246.99001,236.59,243.58,29791300.0
2020-07-09,245.0,246.53,239.24001,244.5,22174900.0
2020-07-10,243.69,245.49001,239.32001,245.070007,22982700.0
2020-07-13,247.0099945,250.14999,238.42,239.0,24674900.0
2020-07-14,236.75999,240.33,232.029999,239.73,23378100.0
2020-07-15,241.55,244.82001,238.050003,240.28,19133600.0
2020-07-16,238.0,241.75999,236.33,240.92999,18880700.0
2020-07-17,241.0,244.16,237.86,242.029999,18152400.0
2020-07-20,240.059998,246.050003,235.64,245.42,20872200.0
2020-07-21,246.22,246.91,240.080002,241.75,19364200.0
2020-07-22,240.25999,241.89999,238.12,239.87,15427900.0
2020-07-23,239.63,242.42,231.75,232.60001,21771800.0
2020-07-24,230.19,233.49001,226.89999,230.71001,18325800.0
