datetime,open,high,low,close,volume
2023-07-07 04:00:00,278.43,280.78,273.77,274.43,113877074.0
2023-07-10 04:00:00,276.47,277.52,265.1,269.61,119424888.0
2023-07-11 04:00:00,268.65,270.9,266.37,269.79,91962158.0
2023-07-12 04:00:00,276.325,276.52,271.46,271.99,95672096.0
2023-07-13 04:00:00,274.59,279.45,270.6,277.9,112643377.0
2023-07-14 04:00:00,277.01,285.3,276.31,281.38,120062369.0
2023-07-17 04:00:00,286.625,292.23,283.57,290.38,131036703.0
2023-07-18 04:00:00,290.15,295.26,286.01,293.34,112430213.0
2023-07-19 04:00:00,296.04,299.29,289.5201,291.26,142337536.0
2023-07-20 04:00:00,279.56,280.93,261.2,262.9,175157173.0
2023-07-21 04:00:00,268.0,268.0,255.8,260.02,160727973.0
2023-07-24 04:00:00,255.85,269.85,254.12,269.06,136996826.0
2023-07-25 04:00:00,272.38,272.9,265.0,265.28,112736277.0
2023-07-26 04:00:00,263.25,268.04,261.75,264.35,95643449.0
2023-07-27 04:00:00,268.31,269.13,255.3,255.71,103688763.0
2023-07-28 04:00:00,259.86,267.25,258.2312,266.44,111346026.0
2023-07-31 04:00:00,267.48,269.08,263.78,267.43,84582172.0
2023-08-01 04:00:00,266.26,266.47,260.25,261.07,83645720.0
2023-08-02 04:00:00,255.57,259.52,250.49,254.11,101741165.0
2023-08-03 04:00:00,252.04,260.49,252.0,259.32,97795545.0
2023-08-04 04:00:00,260.97,264.77,253.11,253.86,99539907.0
2023-08-07 04:00:00,251.45,253.6511,242.76,251.45,111084193.0
2023-08-08 04:00:00,247.45,250.92,245.01,249.7,96630383.0
2023-08-09 04:00:00,250.87,251.1,241.9,242.19,101526974.0
2023-08-10 04:00:00,245.4,251.8,243.0,245.34,109498608.0
2023-08-11 04:00:00,241.77,243.79,238.02,242.65,99038642.0
2023-08-14 04:00:00,235.7,240.66,233.75,239.76,98565731.0
2023-08-15 04:00:00,238.73,240.5,232.61,232.96,88185999.0
2023-08-16 04:00:00,228.02,233.97,225.38,225.6,112426570.0
2023-08-17 04:00:00,226.06,226.74,218.83,219.22,120704917.0
2023-08-18 04:00:00,214.12,217.58,212.36,215.49,136244960.0
2023-08-21 04:00:00,221.5512,232.1343,220.58,231.28,135675321.0
2023-08-22 04:00:00,240.25,240.82,229.55,233.19,130586984.0
2023-08-23 04:00:00,229.34,238.98,229.29,236.86,101077635.0
2023-08-24 04:00:00,238.66,238.92,228.1801,230.04,99777432.0
2023-08-25 04:00:00,231.31,239.0,230.35,238.59,106612231.0
2023-08-28 04:00:00,242.58,244.38,235.35,238.82,107673727.0
2023-08-29 04:00:00,238.58,257.48,237.77,257.18,134012603.0
2023-08-30 04:00:00,254.2,260.51,250.59,256.9,121978637.0
2023-08-31 04:00:00,255.98,261.18,255.05,258.08,108861698.0
2023-09-01 04:00:00,257.26,259.0794,242.01,245.01,132481248.0
2023-09-05 04:00:00,245.0,258.0,244.86,256.49,129455425.0
2023-09-06 04:00:00,255.135,255.39,245.06,251.92,116952759.0
2023-09-07 04:00:00,245.07,252.81,243.265,251.49,115312886.0
2023-09-08 04:00:00,251.22,256.52,246.67,248.5,118558435.0
2023-09-11 04:00:00,264.27,274.85,260.61,273.58,174667852.0
2023-09-12 04:00:00,270.76,278.39,266.6,267.48,135991116.0
2023-09-13 04:00:00,270.07,274.98,268.1,271.3,111673737.0
2023-09-14 04:00:00,271.32,276.7094,270.42,276.04,107709842.0
2023-09-15 04:00:00,277.55,278.98,271.0,274.39,133692313.0
2023-09-18 04:00:00,271.16,271.44,263.7601,265.28,101540959.0
2023-09-19 04:00:00,264.35,267.85,261.2,266.5,103677113.0
2023-09-20 04:00:00,267.04,273.93,262.4606,262.59,122491643.0
2023-09-21 04:00:00,257.85,260.86,254.21,255.7,119803341.0
2023-09-22 04:00:00,257.4,257.7888,244.48,244.88,127524083.0
2023-09-25 04:00:00,243.38,247.1,238.31,246.99,104583747.0
2023-09-26 04:00:00,242.98,249.55,241.6601,244.12,101934431.0
2023-09-27 04:00:00,244.262,245.33,234.58,240.5,136585184.0
2023-09-28 04:00:00,240.02,247.55,238.65,246.38,117043180.0
2023-09-29 04:00:00,250.0,254.77,246.35,250.22,128472729.0
2023-10-02 04:00:00,244.81,254.2799,242.62,251.6,123810402.0
