Trades,Wins,Losses,WinRate,ProfitFactor,Expectancy,Sharpe,FinalReturn,MaxDrawdown,ATR_MULTIPLIER,SL_ATR,TP_ATR,BREAK_MARGIN
33,12,21,0.36363636363636365,0.647149436011492,-41.36444678515812,-1.0844952937012082,-0.13650267439102226,0.19861836732305327,1.2,2.0,2.5,0.001
