Datetime,Close,Open,High,Low,Volume
2023-07-10 04:00:00,269.61,276.47,277.52,265.1,119424888.0
2023-07-11 04:00:00,269.79,268.65,270.9,266.37,91962158.0
2023-07-12 04:00:00,271.99,276.325,276.52,271.46,95672096.0
2023-07-13 04:00:00,277.9,274.59,279.45,270.6,112643377.0
2023-07-14 04:00:00,281.38,277.01,285.3,276.31,120062369.0
2023-07-17 04:00:00,290.38,286.625,292.23,283.57,131036703.0
2023-07-18 04:00:00,293.34,290.15,295.26,286.01,112430213.0
2023-07-19 04:00:00,291.26,296.04,299.29,289.5201,142337536.0
2023-07-20 04:00:00,262.9,279.56,280.93,261.2,175157173.0
2023-07-21 04:00:00,260.02,268.0,268.0,255.8,160727973.0
2023-07-24 04:00:00,269.06,255.85,269.85,254.12,136996826.0
2023-07-25 04:00:00,265.28,272.38,272.9,265.0,112736277.0
2023-07-26 04:00:00,264.35,263.25,268.04,261.75,95643449.0
2023-07-27 04:00:00,255.71,268.31,269.13,255.3,103688763.0
2023-07-28 04:00:00,266.44,259.86,267.25,258.2312,111346026.0
2023-07-31 04:00:00,267.43,267.48,269.08,263.78,84582172.0
2023-08-01 04:00:00,261.07,266.26,266.47,260.25,83645720.0
2023-08-02 04:00:00,254.11,255.57,259.52,250.49,101741165.0
2023-08-03 04:00:00,259.32,252.04,260.49,252.0,97795545.0
2023-08-04 04:00:00,253.86,260.97,264.77,253.11,99539907.0
2023-08-07 04:00:00,251.45,251.45,253.6511,242.76,111084193.0
2023-08-08 04:00:00,249.7,247.45,250.92,245.01,96630383.0
2023-08-09 04:00:00,242.19,250.87,251.1,241.9,101526974.0
2023-08-10 04:00:00,245.34,245.4,251.8,243.0,109498608.0
2023-08-11 04:00:00,242.65,241.77,243.79,238.02,99038642.0
2023-08-14 04:00:00,239.76,235.7,240.66,233.75,98565731.0
2023-08-15 04:00:00,232.96,238.73,240.5,232.61,88185999.0
2023-08-16 04:00:00,225.6,228.02,233.97,225.38,112426570.0
2023-08-17 04:00:00,219.22,226.06,226.74,218.83,120704917.0
2023-08-18 04:00:00,215.49,214.12,217.58,212.36,136244960.0
2023-08-21 04:00:00,231.28,221.5512,232.1343,220.58,135675321.0
2023-08-22 04:00:00,233.19,240.25,240.82,229.55,130586984.0
2023-08-23 04:00:00,236.86,229.34,238.98,229.29,101077635.0
2023-08-24 04:00:00,230.04,238.66,238.92,228.1801,99777432.0
2023-08-25 04:00:00,238.59,231.31,239.0,230.35,106612231.0
2023-08-28 04:00:00,238.82,242.58,244.38,235.35,107673727.0
2023-08-29 04:00:00,257.18,238.58,257.48,237.77,134012603.0
2023-08-30 04:00:00,256.9,254.2,260.51,250.59,121978637.0
2023-08-31 04:00:00,258.08,255.98,261.18,255.05,108861698.0
2023-09-01 04:00:00,245.01,257.26,259.0794,242.01,132481248.0
2023-09-05 04:00:00,256.49,245.0,258.0,244.86,129455425.0
2023-09-06 04:00:00,251.92,255.135,255.39,245.06,116952759.0
2023-09-07 04:00:00,251.49,245.07,252.81,243.265,115312886.0
2023-09-08 04:00:00,248.5,251.22,256.52,246.67,118558435.0
2023-09-11 04:00:00,273.58,264.27,274.85,260.61,174667852.0
2023-09-12 04:00:00,267.48,270.76,278.39,266.6,135991116.0
2023-09-13 04:00:00,271.3,270.07,274.98,268.1,111673737.0
2023-09-14 04:00:00,276.04,271.32,276.7094,270.42,107709842.0
2023-09-15 04:00:00,274.39,277.55,278.98,271.0,133692313.0
2023-09-18 04:00:00,265.28,271.16,271.44,263.7601,101540959.0
2023-09-19 04:00:00,266.5,264.35,267.85,261.2,103677113.0
2023-09-20 04:00:00,262.59,267.04,273.93,262.4606,122491643.0
2023-09-21 04:00:00,255.7,257.85,260.86,254.21,119803341.0
2023-09-22 04:00:00,244.88,257.4,257.7888,244.48,127524083.0
2023-09-25 04:00:00,246.99,243.38,247.1,238.31,104583747.0
2023-09-26 04:00:00,244.12,242.98,249.55,241.6601,101934431.0
2023-09-27 04:00:00,240.5,244.262,245.33,234.58,136585184.0
2023-09-28 04:00:00,246.38,240.02,247.55,238.65,117043180.0
2023-09-29 04:00:00,250.22,250.0,254.77,246.35,128472729.0
2023-10-02 04:00:00,251.6,244.81,254.2799,242.62,123810402.0
2023-10-03 04:00:00,246.53,248.61,250.02,244.45,101985305.0
2023-10-04 04:00:00,261.16,248.14,261.86,247.6,129721567.0
2023-10-05 04:00:00,260.05,260.0,263.6,256.25,119159214.0
2023-10-06 04:00:00,260.53,253.98,261.65,250.65,118108312.0
2023-10-09 04:00:00,259.67,255.31,261.36,252.05,101377947.0
2023-10-10 04:00:00,263.62,257.75,268.94,257.65,122656030.0
2023-10-11 04:00:00,262.99,266.2,268.6,260.9,103706266.0
2023-10-12 04:00:00,258.87,262.92,265.41,256.6307,111508114.0
2023-10-13 04:00:00,251.12,258.9,259.6,250.22,102137686.0
2023-10-16 04:00:00,253.92,250.05,255.3999,248.48,88916276.0
2023-10-17 04:00:00,254.85,250.1,257.183,247.08,93535509.0
2023-10-18 04:00:00,242.68,252.7,254.63,242.08,125116646.0
2023-10-19 04:00:00,220.11,225.95,230.61,216.78,170588573.0
2023-10-20 04:00:00,211.99,217.01,218.8606,210.42,137930095.0
2023-10-23 04:00:00,212.08,210.0,216.98,202.51,150453468.0
2023-10-24 04:00:00,216.52,216.5,222.05,214.11,118096713.0
2023-10-25 04:00:00,212.42,215.88,220.1,212.2,107049087.0
2023-10-26 04:00:00,205.76,211.32,214.8,204.88,115095735.0
2023-10-27 04:00:00,207.3,210.6,212.41,205.77,94717973.0
2023-10-30 04:00:00,197.36,209.28,210.88,194.67,136384317.0
2023-10-31 04:00:00,200.84,196.12,202.8,194.07,118053273.0
2023-11-01 04:00:00,205.66,204.04,205.99,197.85,121661656.0
2023-11-02 04:00:00,218.51,212.97,219.2,211.45,125959421.0
2023-11-03 04:00:00,219.96,221.15,226.3701,218.4,119526048.0
2023-11-06 05:00:00,219.27,223.98,226.32,215.0,116835820.0
2023-11-07 05:00:00,222.18,219.98,223.12,215.72,116897380.0
2023-11-08 05:00:00,222.11,223.15,224.15,217.64,106384841.0
2023-11-09 05:00:00,209.98,219.75,220.8,206.68,142065154.0
2023-11-10 05:00:00,214.65,210.03,215.38,205.69,131295153.0
2023-11-13 05:00:00,223.71,215.6,225.4,211.6101,140428469.0
2023-11-14 05:00:00,237.41,235.03,238.135,230.72,149762546.0
2023-11-15 05:00:00,242.84,239.29,246.7,236.45,150353975.0
