Datetime,Close,Open,High,Low,Volume
2023-07-10 04:00:00,331.83,334.6,335.23,327.59,32739449.0
2023-07-11 04:00:00,332.47,331.06,332.86,327.0,26698218.0
2023-07-12 04:00:00,337.2,336.6,341.652,335.67,29995262.0
2023-07-13 04:00:00,342.66,339.56,343.74,339.02,20567159.0
2023-07-14 04:00:00,345.24,347.59,351.43,344.31,28349069.0
2023-07-17 04:00:00,345.73,345.678,346.99,342.2,20363927.0
2023-07-18 04:00:00,359.49,345.83,366.78,342.17,64851305.0
2023-07-19 04:00:00,355.08,361.75,362.46,352.435,39720401.0
2023-07-20 04:00:00,346.87,353.57,357.97,345.37,33729395.0
2023-07-21 04:00:00,343.77,349.15,350.3,339.83,69402882.0
2023-07-24 04:00:00,345.11,345.85,346.92,342.31,26658707.0
2023-07-25 04:00:00,350.98,347.11,351.89,345.07,41614439.0
2023-07-26 04:00:00,337.77,341.44,344.67,333.11,58383702.0
2023-07-27 04:00:00,330.72,340.48,341.33,329.05,39611012.0
2023-07-28 04:00:00,338.37,333.67,340.01,333.17,28449068.0
2023-07-31 04:00:00,335.92,336.92,337.695,333.36,25445972.0
2023-08-01 04:00:00,336.34,335.19,338.54,333.7,18381253.0
2023-08-02 04:00:00,327.5,333.63,333.63,326.3551,27759757.0
2023-08-03 04:00:00,326.66,326.0,329.88,325.95,18360352.0
2023-08-04 04:00:00,327.78,331.88,335.14,327.24,23741484.0
2023-08-07 04:00:00,330.11,328.37,331.11,327.52,17023526.0
2023-08-08 04:00:00,326.05,326.96,328.75,323.0,22274170.0
2023-08-09 04:00:00,322.23,326.47,327.11,321.0499,22339508.0
2023-08-10 04:00:00,322.93,326.015,328.26,321.18,20103165.0
2023-08-11 04:00:00,321.01,320.26,322.41,319.21,24355491.0
2023-08-14 04:00:00,324.04,321.39,324.06,320.08,18814579.0
2023-08-15 04:00:00,321.86,323.0,325.09,320.9034,16813785.0
2023-08-16 04:00:00,320.4,320.8,324.42,319.8035,20698864.0
2023-08-17 04:00:00,316.88,320.54,321.87,316.21,21257161.0
2023-08-18 04:00:00,316.48,314.49,318.38,311.5508,24751706.0
2023-08-21 04:00:00,321.88,317.93,322.77,317.04,23989956.0
2023-08-22 04:00:00,322.46,325.5,326.075,321.46,16018024.0
2023-08-23 04:00:00,327.0,323.82,329.2,323.46,21164682.0
2023-08-24 04:00:00,319.97,332.85,332.98,319.96,23277194.0
2023-08-25 04:00:00,322.98,321.47,325.36,318.8001,21684104.0
2023-08-28 04:00:00,323.7,325.66,326.15,321.722,14808482.0
2023-08-29 04:00:00,328.41,321.88,328.9835,321.88,19284590.0
2023-08-30 04:00:00,328.79,328.67,329.81,326.445,15222110.0
2023-08-31 04:00:00,327.76,329.2,330.9099,326.78,26403154.0
2023-09-01 04:00:00,328.66,331.31,331.99,326.78,14886424.0
2023-09-05 04:00:00,333.55,329.0,334.85,328.66,18553859.0
2023-09-06 04:00:00,332.88,333.38,334.46,330.18,17535773.0
2023-09-07 04:00:00,329.91,331.29,333.08,329.03,18369595.0
2023-09-08 04:00:00,334.27,330.09,336.16,329.46,19548165.0
2023-09-11 04:00:00,337.94,337.24,338.42,335.43,16583324.0
2023-09-12 04:00:00,331.77,335.815,336.79,331.48,17562282.0
2023-09-13 04:00:00,336.06,331.31,336.85,331.17,16544412.0
2023-09-14 04:00:00,338.7,339.148,340.86,336.57,20263548.0
2023-09-15 04:00:00,330.22,336.92,337.3975,329.65,37503592.0
2023-09-18 04:00:00,329.06,327.8,330.4,326.36,16834208.0
2023-09-19 04:00:00,328.65,326.17,329.39,324.51,16514487.0
2023-09-20 04:00:00,320.77,329.51,329.59,320.51,21399225.0
2023-09-21 04:00:00,319.53,319.26,325.3499,315.0,35560362.0
2023-09-22 04:00:00,317.01,321.32,321.45,316.15,21436887.0
2023-09-25 04:00:00,317.54,316.59,317.67,315.0,17835964.0
2023-09-26 04:00:00,312.14,315.13,315.88,310.02,25647573.0
2023-09-27 04:00:00,312.79,312.3,314.299,309.69,19370182.0
2023-09-28 04:00:00,313.64,310.99,315.48,309.45,19681064.0
2023-09-29 04:00:00,315.75,317.75,319.47,314.98,24147298.0
2023-10-02 04:00:00,321.8,316.28,321.888,315.18,20570006.0
2023-10-03 04:00:00,313.39,320.83,321.39,311.215,21027792.0
2023-10-04 04:00:00,318.955,314.03,320.04,314.0,20717444.0
2023-10-05 04:00:00,319.36,319.09,319.98,314.9,16965629.0
2023-10-06 04:00:00,327.26,316.55,329.19,316.3,25673630.0
2023-10-09 04:00:00,329.82,324.75,330.3,323.18,19891180.0
2023-10-10 04:00:00,328.39,330.96,331.1,327.67,20557094.0
2023-10-11 04:00:00,332.42,331.21,332.82,329.14,20063246.0
2023-10-12 04:00:00,331.16,330.565,333.6299,328.72,19313098.0
2023-10-13 04:00:00,327.73,332.38,333.83,326.36,20983805.0
2023-10-16 04:00:00,332.64,331.05,336.14,330.6,22153713.0
2023-10-17 04:00:00,332.06,329.59,333.46,327.41,18238523.0
2023-10-18 04:00:00,330.11,332.49,335.59,328.3,23145202.0
2023-10-19 04:00:00,331.32,332.15,336.88,330.91,25049471.0
2023-10-20 04:00:00,326.67,331.72,331.92,325.45,25020125.0
2023-10-23 04:00:00,329.32,325.47,332.725,324.39,23974748.0
2023-10-24 04:00:00,330.53,331.3,331.84,327.6,31153571.0
2023-10-25 04:00:00,340.67,345.02,346.2,337.62,55053828.0
2023-10-26 04:00:00,327.89,340.54,341.63,326.94,37810293.0
2023-10-27 04:00:00,329.81,330.425,336.72,328.4007,29791522.0
2023-10-30 04:00:00,337.31,333.41,339.45,331.83,22768082.0
2023-10-31 04:00:00,338.11,338.85,339.0,334.69,20265282.0
2023-11-01 04:00:00,346.07,339.79,347.42,339.65,28158819.0
2023-11-02 04:00:00,348.32,347.24,348.83,344.77,24348072.0
2023-11-03 04:00:00,352.8,349.63,354.39,347.33,23537673.0
2023-11-06 05:00:00,356.53,353.45,357.54,353.35,23828301.0
2023-11-07 05:00:00,360.53,359.4,362.46,357.63,25823931.0
2023-11-08 05:00:00,363.2,361.68,363.87,360.55,26743428.0
2023-11-09 05:00:00,360.69,362.3,364.79,360.362,24847331.0
2023-11-10 05:00:00,369.67,361.49,370.1,361.07,28036164.0
2023-11-13 05:00:00,366.68,368.22,368.47,365.9,19986506.0
2023-11-14 05:00:00,370.27,371.01,371.95,367.3454,27683862.0
2023-11-15 05:00:00,369.67,371.28,373.13,367.11,26856895.0
2023-11-16 05:00:00,376.17,370.96,376.35,370.18,27182315.0
2023-11-17 05:00:00,369.85,373.61,374.37,367.0,39800371.0
2023-11-20 05:00:00,377.44,371.22,378.87,371.0,52528964.0
2023-11-21 05:00:00,373.07,375.67,376.2215,371.12,28422845.0
2023-11-22 05:00:00,377.85,378.0,379.7899,374.965,23173184.0
2023-11-24 05:00:00,377.43,377.33,377.97,375.135,10026649.0
2023-11-27 05:00:00,378.61,376.78,380.64,376.2,22179228.0
2023-11-28 05:00:00,382.7,378.35,383.0,378.16,20354067.0
2023-11-29 05:00:00,378.85,383.76,384.3,377.44,28963399.0
2023-11-30 05:00:00,378.91,378.49,380.09,375.47,30545295.0
2023-12-01 05:00:00,374.51,376.76,378.16,371.31,33036672.0
2023-12-04 05:00:00,369.14,369.1,369.52,362.9,32063301.0
2023-12-05 05:00:00,372.52,366.45,373.075,365.621,23017535.0
2023-12-06 05:00:00,368.8,373.54,374.18,368.03,21174417.0
2023-12-07 05:00:00,370.95,368.23,371.4527,366.32,23118104.0
2023-12-08 05:00:00,374.23,369.2,374.46,368.23,20142366.0
2023-12-11 05:00:00,371.3,368.48,371.6,366.1,27708757.0
2023-12-12 05:00:00,374.38,370.85,374.42,370.46,24834333.0
2023-12-13 05:00:00,374.37,376.02,377.6361,370.77,30605531.0
2023-12-14 05:00:00,365.93,373.31,373.76,364.13,43270261.0
2023-12-15 05:00:00,370.73,366.85,372.4,366.28,78502324.0
