Datetime,Close,Open,High,Low,Volume
2023-07-10 04:00:00,439.66,438.18,439.84,437.585,62443501.0
2023-07-11 04:00:00,442.46,440.45,442.97,439.44,64463752.0
2023-07-12 04:00:00,446.02,446.39,447.4799,444.91,91895927.0
2023-07-13 04:00:00,449.56,447.9,450.38,447.45,71975241.0
2023-07-14 04:00:00,449.28,450.475,451.36,448.49,69695823.0
2023-07-17 04:00:00,450.84,449.13,451.93,449.08,52680221.0
2023-07-18 04:00:00,454.19,450.5,454.86,450.0484,80744448.0
2023-07-19 04:00:00,455.2,455.01,456.43,454.1119,65639688.0
2023-07-20 04:00:00,452.18,454.17,455.1,451.44,70575142.0
2023-07-21 04:00:00,452.18,453.96,454.165,452.17,70940618.0
2023-07-24 04:00:00,454.2,453.37,455.04,452.298,54023382.0
2023-07-25 04:00:00,455.44,453.92,456.735,453.87,54844740.0
2023-07-26 04:00:00,455.51,454.47,456.99,453.38,70897885.0
2023-07-27 04:00:00,452.49,459.02,459.44,451.55,92090375.0
2023-07-28 04:00:00,456.92,455.88,457.78,452.4918,80001790.0
2023-07-31 04:00:00,457.79,457.41,458.16,456.045,61970449.0
2023-08-01 04:00:00,456.48,456.27,457.25,455.49,55478674.0
2023-08-02 04:00:00,450.13,453.25,453.52,449.3499,93933369.0
2023-08-03 04:00:00,448.84,448.04,450.79,447.37,63910792.0
2023-08-04 04:00:00,446.81,450.72,452.895,446.27,100128902.0
2023-08-07 04:00:00,450.71,448.71,450.865,447.99,58328464.0
2023-08-08 04:00:00,448.75,448.08,450.6952,445.2705,71319824.0
2023-08-09 04:00:00,445.75,449.03,449.1999,444.96,78789575.0
2023-08-10 04:00:00,445.91,448.19,451.7,444.7,93005495.0
2023-08-11 04:00:00,445.65,443.97,446.7007,443.345,68636902.0
2023-08-14 04:00:00,448.11,444.7,448.11,444.38,47825941.0
2023-08-15 04:00:00,442.89,446.27,446.64,442.3,75703284.0
2023-08-16 04:00:00,439.64,442.46,444.18,439.53,80107206.0
2023-08-17 04:00:00,436.29,441.16,441.43,435.75,95711315.0
2023-08-18 04:00:00,436.5,433.37,437.57,433.01,97499400.0
2023-08-21 04:00:00,439.34,437.55,440.11,435.32,68703957.0
2023-08-22 04:00:00,438.15,441.18,441.18,437.57,65053111.0
2023-08-23 04:00:00,443.03,439.25,443.67,439.1,68441021.0
2023-08-24 04:00:00,436.89,444.69,445.22,436.855,88351064.0
2023-08-25 04:00:00,439.97,438.68,441.3,435.0,102325103.0
2023-08-28 04:00:00,442.76,442.24,443.4,439.9728,61595393.0
2023-08-29 04:00:00,449.16,442.65,449.45,442.46,83077916.0
2023-08-30 04:00:00,451.01,449.51,451.67,448.78,69053911.0
2023-08-31 04:00:00,450.35,451.65,452.83,450.16,66084563.0
2023-09-01 04:00:00,451.19,453.17,453.67,449.68,58944098.0
2023-09-05 04:00:00,449.24,450.73,451.06,449.17,54634810.0
2023-09-06 04:00:00,446.22,448.4,448.51,443.81,70758512.0
2023-09-07 04:00:00,444.85,443.11,445.55,442.75,70348426.0
2023-09-08 04:00:00,445.52,444.9,447.11,444.53,62068437.0
2023-09-11 04:00:00,448.45,448.24,448.77,446.4699,59977618.0
2023-09-12 04:00:00,445.99,446.95,448.53,445.39,67565422.0
2023-09-13 04:00:00,446.51,446.22,447.71,445.0793,60123672.0
2023-09-14 04:00:00,450.36,449.07,451.08,447.715,83133514.0
